p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
3.40488663158782e-26	0.254746061429421	0.989	0.933	8.01612459674721e-22	1	SLIRP
3.52829427514205e-26	0.294968066886432	0.953	0.848	8.30666321196692e-22	1	MIS18A
3.8255415701489e-26	0.439978382235477	0.426	0.263	9.00647251860156e-22	1	UGT8
5.4111759367667e-26	0.521616805167575	0.304	0.165	1.27395315079298e-21	1	PCYT1B
5.62020506275018e-26	0.389452011930471	0.643	0.47	1.32316487792327e-21	1	PLSCR1
5.67580001694377e-26	0.41575482532866	0.653	0.475	1.33625359798907e-21	1	VSIG10
6.11672056837215e-26	0.264206691099926	0.53	0.336	1.44005952341186e-21	1	ADAMTS19
7.55105394080377e-26	0.270711144228564	0.968	0.921	1.77774462928343e-21	1	SNRPA
8.51492792169498e-26	0.369879123103359	0.402	0.231	2.00466948060465e-21	1	USP9Y
8.54494808994823e-26	0.372427736536456	0.461	0.287	2.01173712881651e-21	1	MOB3B
1.05389968891326e-25	0.401112133379814	0.56	0.366	2.48119603760848e-21	1	TTYH1
1.49115828510313e-25	0.467076939564483	0.363	0.208	3.51063395061829e-21	1	FOXD3
1.62659684617376e-25	0.312429963556581	0.937	0.817	3.82949695494687e-21	1	PCNA
1.81348911823334e-25	0.445815391176841	0.293	0.155	4.26949743105676e-21	1	PRDM5
1.92885787001103e-25	0.273937220120077	0.699	0.471	4.54111008336697e-21	1	AC009446.1
1.95613737899521e-25	0.36890639941757	0.851	0.707	4.60533423136842e-21	1	MAGOHB
2.15233862917068e-25	0.380159978612937	0.781	0.604	5.06725083465653e-21	1	RAD51AP1
2.19318651499148e-25	0.402858047123803	0.714	0.56	5.16341901224445e-21	1	CAAP1
2.32554695039303e-25	0.426702297634428	0.474	0.302	5.47503518531032e-21	1	PARD6A
2.43910197342255e-25	0.400129779777445	0.532	0.36	5.74237777602872e-21	1	NEDD4L
2.76563349737955e-25	0.462107382169592	0.504	0.335	6.51113094288067e-21	1	ZNF398
2.96582391355397e-25	0.265978836309117	0.979	0.922	6.98243923968011e-21	1	UBA2
3.43111461606668e-25	0.303001746263567	0.919	0.817	8.07787314060577e-21	1	PBDC1
4.30292770208951e-25	0.381559865049065	0.788	0.602	1.01303826890293e-20	1	MPP6
5.55927326967847e-25	0.294309194201475	0.955	0.849	1.3088197058804e-20	1	TJP1
7.26872239582265e-25	0.414477980623305	0.597	0.436	1.71127531364853e-20	1	LRRC40
7.67377232799595e-25	0.497842391350585	0.699	0.554	1.80663621918009e-20	1	MT-ND6
8.20976065596545e-25	0.354875233878778	0.848	0.695	1.93282395123395e-20	1	FEN1
8.51662156837728e-25	0.373818526675178	0.616	0.432	2.00506821584306e-20	1	LDB2
1.05783918549635e-24	0.335099886157021	0.844	0.725	2.49047079441405e-20	1	LIMS1
1.1252784038041e-24	0.31047659153925	0.957	0.854	2.649242946076e-20	1	NRDC
1.15787999987598e-24	0.414940736288136	0.686	0.511	2.72599688370801e-20	1	ANKS6
1.49971029284004e-24	0.424961566484326	0.313	0.172	3.5307679424333e-20	1	BACE2
1.66146611188033e-24	0.474890064344648	0.314	0.176	3.91158966719986e-20	1	HSD11B2
1.67061291430762e-24	0.454432785763072	0.567	0.399	3.93312398415442e-20	1	FAM241B
1.72674814285094e-24	0.262706016516254	0.976	0.898	4.06528315271397e-20	1	RTN3
1.89237798549439e-24	0.376930582888934	0.496	0.325	4.45522549124945e-20	1	RUNX1T1
2.16890710038336e-24	0.488737720843147	0.609	0.446	5.10625798643256e-20	1	MYC
2.51651018961595e-24	0.358519126903076	0.827	0.677	5.92461993941283e-20	1	TMEFF1
2.52176684302857e-24	0.410700215073455	0.679	0.516	5.93699567854216e-20	1	TM7SF3
2.63373934698035e-24	0.55764521327594	0.375	0.231	6.20061254459584e-20	1	BEND5
3.30281439341247e-24	0.350555248830927	0.822	0.666	7.77581592641097e-20	1	TBRG4
3.34119584036749e-24	0.478725853026571	0.498	0.336	7.86617736697717e-20	1	OSBPL10
3.69730270350044e-24	0.327747411946942	0.878	0.765	8.70455975485108e-20	1	LARP7
4.22117640686701e-24	0.437910067774856	0.607	0.439	9.937915614687e-20	1	PHYH
4.35176619494739e-24	0.417610818331303	0.406	0.249	1.02453631527647e-19	1	CCDC88C
4.68921711254247e-24	0.395355401073685	0.533	0.358	1.10398238480587e-19	1	GPRC5B
4.70887532359272e-24	0.451438298605118	0.474	0.312	1.10861051743343e-19	1	CKMT1B
6.77148507420424e-24	0.407591202638703	0.776	0.629	1.5942107310199e-19	1	RNF168
7.2764345606162e-24	0.341082797308005	0.86	0.739	1.71309098860587e-19	1	SMAP1
9.14235172756287e-24	0.374923341476843	0.791	0.649	2.15238386722013e-19	1	APIP
1.17284942161682e-23	0.282931240409392	0.936	0.829	2.76123939331247e-19	1	NDUFV1
1.24441218231276e-23	0.255700637292146	0.983	0.914	2.92971960081892e-19	1	NUDT5
1.24846216579049e-23	0.257710053750926	0.424	0.265	2.93925447692055e-19	1	STC1
1.38914691164897e-23	0.251912804283934	0.98	0.925	3.27046857409517e-19	1	THRAP3
1.53147582075834e-23	0.446717138334879	0.608	0.451	3.60555352481136e-19	1	HSD17B7
1.61885280674585e-23	0.339831587882116	0.855	0.704	3.81126516292176e-19	1	KLHL7
2.06158633433131e-23	0.466326025266229	0.414	0.263	4.8535927069162e-19	1	TMEM238
2.1325022722202e-23	0.437814058852987	0.56	0.407	5.02055009948802e-19	1	SACM1L
2.58428990489481e-23	0.282465768363334	0.958	0.872	6.08419372309386e-19	1	CHCHD3
3.02939024153096e-23	0.391595202411466	0.277	0.146	7.13209344563635e-19	1	CHMP4C
3.08113776769476e-23	0.461714872366114	0.493	0.339	7.25392264648377e-19	1	PRMT3
3.09391912001955e-23	0.399899298685078	0.603	0.417	7.28401378426202e-19	1	NMRK2
3.39526044685269e-23	0.289295453992492	0.918	0.826	7.99346167002529e-19	1	SDHD
3.49333463853222e-23	0.367885926196911	0.603	0.444	8.22435773949641e-19	1	PITPNC1
3.92650510043985e-23	0.405522287267062	0.426	0.272	9.24417095796555e-19	1	PDE5A
4.71214323208799e-23	0.36936841778735	0.772	0.612	1.10937988113048e-18	1	EZH2
4.78020528497716e-23	0.270876666728623	0.953	0.877	1.12540373024217e-18	1	EIF3B
5.73274705505754e-23	0.428618176517387	0.447	0.292	1.3496606391722e-18	1	SAMHD1
5.73726026245499e-23	0.277899801815959	0.956	0.856	1.35072318358978e-18	1	SCD
6.1808310712159e-23	0.421829939741758	0.678	0.53	1.45515305909636e-18	1	PMS1
6.59127385782297e-23	0.341143043792449	0.812	0.664	1.55178360434726e-18	1	CSTF3
7.12684910432856e-23	0.307136523523447	0.562	0.38	1.67787408463207e-18	1	SMAD7
7.36546911257332e-23	0.307484199151906	0.577	0.415	1.73405239317314e-18	1	TNFAIP8
7.42529460603596e-23	0.399789900441637	0.615	0.457	1.74813710909905e-18	1	ZNF724
7.89782953623462e-23	0.41725199594126	0.424	0.268	1.85938600771572e-18	1	NIN
8.62447275393183e-23	0.346350786389507	0.79	0.628	2.03045962045817e-18	1	TLE1
8.67363005876187e-23	0.518844742626943	0.524	0.375	2.04203272473431e-18	1	ALDOC
1.07901099047471e-22	0.387043011718971	0.603	0.445	2.54031557487461e-18	1	UBE2O
1.18032093978661e-22	0.257059497154986	0.977	0.892	2.77882958853962e-18	1	IMP3
1.21901833931893e-22	0.355084481130387	0.483	0.322	2.86993487625857e-18	1	MYLIP
1.2225197415175e-22	0.373846253957915	0.254	0.129	2.87817822745465e-18	1	MICB
1.33014235816851e-22	0.329376638691508	0.87	0.773	3.13155415383613e-18	1	CLIC4
1.6071479404195e-22	0.320825977996986	0.454	0.293	3.78370839612963e-18	1	GAP43
1.61701645071484e-22	0.355228333702829	0.47	0.309	3.80694182991794e-18	1	AFF1
1.6496616716908e-22	0.271123112240871	0.962	0.882	3.88379847366165e-18	1	DAZAP1
1.78815731927344e-22	0.308857284746321	0.908	0.741	4.20985877676545e-18	1	PAK1IP1
1.8493616765095e-22	0.36458483410505	0.617	0.453	4.35395219500632e-18	1	GSR
1.8560071818148e-22	0.394125247832873	0.544	0.383	4.3695977081466e-18	1	RCOR2
2.56764403276249e-22	0.409888256811961	0.509	0.353	6.04500434633272e-18	1	LINC00623
2.85424241645386e-22	0.396862534886539	0.612	0.462	6.71974292105731e-18	1	MTRES1
3.14882440005881e-22	0.276786980328951	0.942	0.813	7.41327728505846e-18	1	WDR43
3.81345920948342e-22	0.357291645441802	0.856	0.761	8.97802701688682e-18	1	WDR45B
3.87837501724148e-22	0.285086493807815	0.947	0.828	9.13085830309161e-18	1	CYP51A1
4.87930941422565e-22	0.356824614713908	0.575	0.41	1.14873581539114e-17	1	TTC39C
5.40320009171516e-22	0.379748531517234	0.668	0.516	1.2720753975925e-17	1	ANKRD9
5.98379692071653e-22	0.255108409921825	0.974	0.906	1.40876530904429e-17	1	EXOSC8
6.07546059879506e-22	0.268316227686496	0.975	0.825	1.43034568877432e-17	1	CLDN7
6.77218425267391e-22	0.371807906682971	0.674	0.512	1.59437533860702e-17	1	MCM10
7.47687143696752e-22	0.36170951716135	0.739	0.606	1.76027984240526e-17	1	NPTN
8.98385437604342e-22	0.356290955357647	0.423	0.267	2.1150688357519e-17	1	RNF125
9.29962255163352e-22	0.417901824759208	0.457	0.304	2.18941013733108e-17	1	SPIDR
1.0097985484098e-21	0.366476195180109	0.546	0.384	2.3773687225212e-17	1	LINGO1
1.02825998220575e-21	0.380125023147833	0.677	0.515	2.420832476107e-17	1	MARVELD3
1.12347464123405e-21	0.431739975366835	0.609	0.456	2.64499634785732e-17	1	ERO1A
1.38514434261447e-21	0.290284333203639	0.927	0.841	3.26104532581725e-17	1	CENPH
1.54113879241714e-21	0.351826628107253	0.773	0.648	3.62830305898767e-17	1	CBWD1
1.91639184098617e-21	0.326177882351146	0.776	0.603	4.51176131123374e-17	1	CDC6
2.24052512321571e-21	0.312349724068296	0.802	0.642	5.27486829758674e-17	1	COMMD7
2.25911851222965e-21	0.406512404964666	0.482	0.326	5.31864271334226e-17	1	ADGRV1
2.39559206787592e-21	0.322648004235741	0.846	0.724	5.63994240540029e-17	1	UTP6
2.5311088256623e-21	0.420033822662352	0.251	0.133	5.95898950825676e-17	1	FGF12
2.53207099310158e-21	0.307048986368939	0.906	0.8	5.96125473905904e-17	1	MRPS5
2.86829892941361e-21	0.330382491120321	0.84	0.729	6.75283616951847e-17	1	VMA21
3.14345895527429e-21	0.400437345979023	0.56	0.408	7.40064541840227e-17	1	HSDL1
3.18264161956606e-21	0.408516318651208	0.477	0.331	7.49289316494438e-17	1	WDR4
4.35534490907947e-21	0.370677694446068	0.622	0.47	1.02537885194458e-16	1	SIRT1
4.86689942792022e-21	0.315814969208917	0.881	0.752	1.14581413231526e-16	1	USP48
4.94457339636442e-21	0.268035849093802	0.968	0.859	1.16410091470607e-16	1	MCM7
5.0849327121811e-21	0.347952104216656	0.755	0.609	1.1971457084288e-16	1	ZNF121
5.53504754256038e-21	0.4135385225741	0.331	0.197	1.30311624294499e-16	1	MAGI2
6.41210887389731e-21	0.364698835340381	0.785	0.653	1.50960279218164e-16	1	SAV1
7.23268626298652e-21	0.271715349064817	0.918	0.836	1.70279132689492e-16	1	SLC25A11
9.30600676306053e-21	0.397259109096855	0.45	0.3	2.19091317222734e-16	1	DBNDD1
1.22848686111061e-20	0.319414392576702	0.517	0.36	2.8922266171127e-16	1	BCOR
1.31131372019927e-20	0.4353831514059	0.457	0.313	3.08722589146515e-16	1	GCLC
1.31408866962867e-20	0.320284631646902	0.846	0.725	3.09375895490679e-16	1	EHMT2
1.58302467011129e-20	0.253606355291059	0.936	0.881	3.72691498084302e-16	1	PSMG2
1.64879154266297e-20	0.27936019517684	0.936	0.828	3.88174992889144e-16	1	BUD23
1.98773726278348e-20	0.26734075729683	0.95	0.838	4.67972983777114e-16	1	ABCE1
2.04183492231681e-20	0.44014498743045	0.363	0.233	4.80709195761046e-16	1	SCNN1A
2.15555883431643e-20	0.331770371561488	0.825	0.664	5.07483216363116e-16	1	GNPNAT1
2.32197451248224e-20	0.265410350389988	0.71	0.563	5.46662459473694e-16	1	FAM222B
2.45882618119975e-20	0.466652234461699	0.456	0.316	5.78881447839856e-16	1	PRR7
2.58237947205075e-20	0.390839336858168	0.586	0.443	6.07969599104909e-16	1	PBX3
2.76120499135186e-20	0.310642014436315	0.298	0.168	6.50070491113969e-16	1	KIT
2.83876688998403e-20	0.292308261243254	0.918	0.811	6.68330888908939e-16	1	ANAPC5
3.46528047565581e-20	0.360423702991504	0.688	0.544	8.15830982383648e-16	1	FAT1
3.89166641453652e-20	0.360122416472185	0.541	0.373	9.16215023974332e-16	1	SBK1
4.61838630765566e-20	0.35750961278225	0.591	0.438	1.08730668841137e-15	1	MEX3D
5.18593007941061e-20	0.44977723660609	0.347	0.216	1.22092351859564e-15	1	ATXN7L1
5.63201602806332e-20	0.365533316634603	0.336	0.204	1.32594553348695e-15	1	WNK2
5.75147580550431e-20	0.29594964462662	0.48	0.326	1.35406994888988e-15	1	MBP
7.51015340071957e-20	0.273857080090984	0.918	0.788	1.76811541513141e-15	1	RRP1B
8.017104753318e-20	0.345795704974466	0.399	0.255	1.88746697207366e-15	1	SESN1
8.80042735210614e-20	0.321188177192982	0.814	0.679	2.07188461150635e-15	1	RNF8
8.88852289384816e-20	0.294191423616058	0.825	0.714	2.09262494489867e-15	1	CECR2
9.52164558060899e-20	0.367086875865841	0.667	0.516	2.24168101904277e-15	1	TGIF2
1.0648341260874e-19	0.323387197739891	0.815	0.682	2.50693898304756e-15	1	NARF
1.23135892866887e-19	0.381722190061784	0.483	0.336	2.89898832576511e-15	1	PAXIP1-AS1
1.62458574465284e-19	0.330232128552671	0.499	0.338	3.82476221863618e-15	1	CRIP3
1.7403683042431e-19	0.300369005404709	0.902	0.754	4.09734909867954e-15	1	CDC20
2.78084904979088e-19	0.383480971447621	0.509	0.361	6.54695291792266e-15	1	SHMT1
2.86251112890052e-19	0.340488840605777	0.28	0.16	6.7392099507705e-15	1	MARCH3
2.93408207877526e-19	0.366337147762284	0.551	0.405	6.9077094380606e-15	1	SESTD1
3.47346057125587e-19	0.347223825605039	0.533	0.38	8.1775682229077e-15	1	CARNMT1
3.54401047584014e-19	0.387795625241678	0.571	0.428	8.34366386327043e-15	1	ITPR2
4.94891242307985e-19	0.284860118288564	0.852	0.739	1.16512245176569e-14	1	UBE2D1
5.33586702242007e-19	0.279708149206408	0.697	0.538	1.25622317308836e-14	1	GNB4
5.39722551317949e-19	0.422101977660932	0.286	0.167	1.27066880256785e-14	1	ADAM23
5.70257665629987e-19	0.332620132415333	0.338	0.207	1.34255762219268e-14	1	PRKCA
6.01177087598549e-19	0.28568050045355	0.855	0.721	1.41535121733326e-14	1	CFAP97
6.95430595232161e-19	0.321030112902667	0.346	0.212	1.63725225035508e-14	1	TSC22D3
7.65018124704539e-19	0.27123553449315	0.861	0.755	1.8010821709919e-14	1	NOC2L
8.87358987468649e-19	0.323297875318836	0.789	0.653	2.08910926419744e-14	1	ADD3
9.74309236917916e-19	0.26478388321679	0.955	0.937	2.29381623647585e-14	1	C4orf3
9.86516172991404e-19	0.312815131681263	0.788	0.664	2.32255502607366e-14	1	TRABD
1.08231095949932e-18	0.450328125958564	0.316	0.196	2.54808469194924e-14	1	FXYD7
1.1534112665469e-18	0.255546381230418	0.938	0.866	2.71547614483136e-14	1	LUC7L2
1.53528027623725e-18	0.34517724225561	0.625	0.476	3.61451035434537e-14	1	RMND5B
1.5821860657287e-18	0.360874091678158	0.51	0.37	3.72494065454507e-14	1	CDK5
1.67705341735425e-18	0.258689421415944	0.907	0.819	3.94828686047711e-14	1	CLINT1
1.69682810649048e-18	0.306100092742597	0.815	0.685	3.99484241111054e-14	1	CCDC58
1.77637989481046e-18	0.293499378416166	0.871	0.751	4.18213118635228e-14	1	UBE2G2
1.85358054229241e-18	0.283904207004171	0.918	0.833	4.36388467071903e-14	1	LSM12
1.91912097088272e-18	0.254641085169474	0.942	0.787	4.51818650174918e-14	1	C20orf27
2.7708143559075e-18	0.308205672269588	0.83	0.711	6.52332823811302e-14	1	MAPKAP1
2.93780305167256e-18	0.357405350742773	0.745	0.605	6.91646972455271e-14	1	SDHA
3.05188113953076e-18	0.266138054950549	0.903	0.787	7.18504376679727e-14	1	NOLC1
3.0528432035906e-18	0.329455549942291	0.572	0.419	7.18730875421336e-14	1	DNA2
3.33471149921408e-18	0.279768776138167	1	0.894	7.85091128259971e-14	1	L1TD1
3.39333819555279e-18	0.341412117599179	0.603	0.46	7.98893611378993e-14	1	NOVA1
3.43647969092559e-18	0.321833836124485	0.421	0.28	8.09050413634611e-14	1	NEIL2
3.57634591184636e-18	0.250591536908715	0.866	0.772	8.41979118025989e-14	1	RNF187
5.90193337613208e-18	0.29010659388581	0.765	0.629	1.38949217474278e-13	1	EXOC5
6.89207321977207e-18	0.336223515511049	0.289	0.169	1.62260079813094e-13	1	SLC15A4
8.09226279933788e-18	0.421880924257904	0.275	0.161	1.90516143084812e-13	1	GRIA4
8.30506330882542e-18	0.264984769847028	0.911	0.825	1.95526105479677e-13	1	DHX9
9.12767977290028e-18	0.325707850100668	0.874	0.777	2.14892964893391e-13	1	SLC25A36
1.05622067049653e-17	0.377173750033425	0.355	0.226	2.48666032454998e-13	1	AL162411.1
1.28857324866138e-17	0.302480293783712	0.808	0.666	3.0336879993235e-13	1	COMTD1
1.37457330513092e-17	0.355224722421873	0.406	0.273	3.23615793226973e-13	1	TPRN
1.44443335232064e-17	0.265162730526953	0.571	0.418	3.40062944136847e-13	1	SORL1
1.5574007355951e-17	0.270439482690469	0.836	0.685	3.66658855181154e-13	1	PDCL3
1.59889699004066e-17	0.387615711002549	0.529	0.406	3.76428318365273e-13	1	CCDC106
1.94675083963898e-17	0.282879154367445	0.859	0.689	4.58323550176205e-13	1	CHAF1A
2.03624786258408e-17	0.324893792031832	0.501	0.354	4.79393834288169e-13	1	STK38L
2.18743484904537e-17	0.349284220491835	0.346	0.222	5.14987786510752e-13	1	UPRT
2.33819742535295e-17	0.275894169076309	0.839	0.736	5.50481819850846e-13	1	YES1
2.7994675409233e-17	0.262881342527483	0.88	0.784	6.59078643159572e-13	1	MRPS10
3.41870436412973e-17	0.268650562031246	0.837	0.698	8.04865568447064e-13	1	WDR74
3.58459760676891e-17	0.368735997409509	0.43	0.299	8.43921814561604e-13	1	TBC1D4
4.55849431141783e-17	0.339815067640866	0.603	0.461	1.0732063157371e-12	1	HOMER1
5.3128301637843e-17	0.266497529542653	0.881	0.778	1.25079960545974e-12	1	FAM207A
5.42707411855223e-17	0.322593268925769	0.627	0.484	1.27769605973075e-12	1	EEF1AKMT4
5.59767550887929e-17	0.32067704107665	0.477	0.337	1.31786074505545e-12	1	GNB5
6.22015006822286e-17	0.33752198219463	0.624	0.486	1.46440993056171e-12	1	YTHDC2
7.9101544470269e-17	0.302213134495211	0.745	0.623	1.86228766146354e-12	1	AQR
8.25224470706932e-17	0.375128362251658	0.345	0.223	1.94282597138533e-12	1	CAMK2N2
8.48061009630025e-17	0.34495393599418	0.44	0.308	1.99659003497197e-12	1	LINC01224
1.0577873931656e-16	0.365202458364944	0.342	0.223	2.49034885972977e-12	1	FUT10
1.12920453567032e-16	0.312385308453074	0.569	0.437	2.65848623832864e-12	1	DDX41
1.271795454113e-16	0.364536168749612	0.416	0.285	2.99418803761824e-12	1	MATK
1.28281899505041e-16	0.296433327755411	0.783	0.652	3.02014076004717e-12	1	MTIF2
1.50046498490548e-16	0.317518769149355	0.589	0.437	3.53254471396298e-12	1	TESMIN
1.95083278511042e-16	0.274071461085532	0.851	0.73	4.59284562598547e-12	1	CHEK1
2.04671475397766e-16	0.277513386775614	0.863	0.765	4.81858054528961e-12	1	WDR18
2.10283144557567e-16	0.371712388252616	0.285	0.172	4.9506960723188e-12	1	SYNGR3
2.42232116165465e-16	0.306290983278313	0.628	0.49	5.70287071088353e-12	1	HSDL2
2.52515809567288e-16	0.260885551907948	0.838	0.687	5.94497970464266e-12	1	WDR12
2.71911761355288e-16	0.279152650502377	0.791	0.671	6.40161859758755e-12	1	API5
3.54476554908499e-16	0.259853607810548	0.802	0.666	8.3454415322108e-12	1	PRIM1
3.59238895711323e-16	0.286992096781629	0.507	0.361	8.45756132173167e-12	1	GNAI1
3.67386666441477e-16	0.25636293950693	0.791	0.663	8.6493842880317e-12	1	ITSN1
4.19053651516595e-16	0.322889598380324	0.309	0.192	9.86578011765519e-12	1	CCDC61
4.26570321472466e-16	0.38324689374879	0.429	0.295	1.00427450784263e-11	1	GPR176
4.56928875112741e-16	0.252736657413911	0.872	0.782	1.07574765067793e-11	1	SAMM50
4.91630870646883e-16	0.352506461864441	0.34	0.224	1.15744655876396e-11	1	SMIM3
5.0743709108564e-16	0.278619313719933	0.755	0.628	1.19465914354292e-11	1	TTF1
5.50410456697198e-16	0.295789092965751	0.544	0.397	1.29583133820221e-11	1	TNIK
6.32441799834105e-16	0.41712699115787	0.355	0.238	1.48895772934943e-11	1	CADPS2
7.79865744094402e-16	0.329224424601878	0.691	0.574	1.83603792132145e-11	1	GOLIM4
8.17618618286958e-16	0.296103163940635	0.767	0.611	1.92491951303299e-11	1	PKN1
1.08094531448389e-15	0.298391304582874	0.529	0.4	2.54486955388941e-11	1	PHF19
1.09622391301718e-15	0.267921578246756	0.886	0.769	2.58083995841635e-11	1	SMC1A
1.1150513493322e-15	0.355386643272993	0.488	0.361	2.6251653917328e-11	1	ACBD5
1.15780116824799e-15	0.326533700590642	0.568	0.437	2.72581129040624e-11	1	OLMALINC
1.19532251747078e-15	0.291332492219648	0.781	0.668	2.81414780288147e-11	1	ANKHD1
1.29822983121856e-15	0.322837552481452	0.599	0.464	3.05642249163785e-11	1	SIPA1L1
1.37355110769968e-15	0.290059111861572	0.706	0.576	3.23375137285735e-11	1	MRGBP
1.39039603790432e-15	0.35436124075954	0.255	0.152	3.27340939203814e-11	1	SHISA9
1.44807934833236e-15	0.302470810232464	0.735	0.604	3.40921320977889e-11	1	ZNF195
1.48983186118707e-15	0.255098412261049	0.88	0.767	3.50751115079273e-11	1	ACTL6A
1.81772169732488e-15	0.325339944956096	0.439	0.31	4.27946219201196e-11	1	GRB10
2.0458607082719e-15	0.295899398251121	0.605	0.467	4.81656986548453e-11	1	TYMSOS
2.3637613531193e-15	0.258704122757729	0.645	0.514	5.56500335364878e-11	1	TRPT1
2.41521944048036e-15	0.284506973515795	0.7	0.583	5.68615112872291e-11	1	RCC1
2.77784360647013e-15	0.357257120577364	0.414	0.286	6.53987720271264e-11	1	ABHD17C
2.9499222311631e-15	0.268388628694025	0.679	0.525	6.94500190882728e-11	1	CCDC112
3.36498060882079e-15	0.298391626671525	0.447	0.314	7.92217384734678e-11	1	TCN2
3.65956213883504e-15	0.251504467623496	0.675	0.51	8.61570714345934e-11	1	HOOK1
3.68701884461382e-15	0.279897400656519	0.8	0.686	8.68034846587431e-11	1	YEATS4
3.71328626579985e-15	0.276904520524039	0.774	0.66	8.7421898555726e-11	1	CCDC137
4.03949262047522e-15	0.345104348846427	0.29	0.182	9.51017747638481e-11	1	MAP3K21
4.1178283125213e-15	0.362851046846804	0.371	0.254	9.6946031961689e-11	1	PIK3R3
4.23859857470097e-15	0.273889919251657	0.876	0.765	9.9789326244185e-11	1	SRPK2
4.28755522073102e-15	0.337417299691404	0.449	0.326	1.0094191256167e-10	1	TBC1D16
4.4349855903964e-15	0.361739181927759	0.396	0.275	1.04412865754702e-10	1	TTC9
4.7597678692894e-15	0.271920859180188	0.718	0.586	1.1205921494668e-10	1	WDR77
4.99415804531371e-15	0.27594376491349	0.708	0.587	1.17577462860821e-10	1	CAPN1
5.43135860760862e-15	0.289397543675611	0.622	0.473	1.2787047569893e-10	1	EPHA1
5.78086615856533e-15	0.315611389805691	0.304	0.194	1.36098931971104e-10	1	SLC39A8
7.68902350561459e-15	0.267320054130597	0.735	0.618	1.81022680392684e-10	1	UGDH
7.81811441322373e-15	0.261481681885064	0.875	0.786	1.84061867630526e-10	1	CAPZA2
7.83014569114595e-15	0.252004050993953	0.733	0.589	1.84345120006649e-10	1	SNHG30
8.3166775223382e-15	0.279912670929698	0.312	0.2	1.95799538908408e-10	1	NHSL1
8.52708555185113e-15	0.277674534124748	0.712	0.59	2.00753175147231e-10	1	SLC25A24
9.17067345873845e-15	0.302964070112421	0.381	0.261	2.15905165239079e-10	1	TAPBP
9.58820486778914e-15	0.323931533030185	0.502	0.376	2.2573510720236e-10	1	C11orf74
1.05792801748977e-14	0.290053095327957	0.774	0.663	2.49067993157617e-10	1	RWDD4
1.06306714844318e-14	0.331021362046761	0.444	0.319	2.50277898757977e-10	1	DCK
1.11129905134679e-14	0.266831647580275	0.694	0.555	2.61633135658575e-10	1	EEF1AKMT2
1.24864080099423e-14	0.304607647392837	0.695	0.56	2.93967503778072e-10	1	TTF2
1.33538322516527e-14	0.302327037815041	0.611	0.478	3.1438927270066e-10	1	IQCB1
1.52091671602829e-14	0.271542626378485	0.742	0.637	3.5806942245454e-10	1	CARM1
1.63646292613038e-14	0.341376526883542	0.368	0.253	3.85272466698875e-10	1	CDS1
1.65808147463074e-14	0.360517374174972	0.354	0.239	3.90362121572316e-10	1	L2HGDH
1.66437184622972e-14	0.355500768921204	0.282	0.179	3.91843063757864e-10	1	SLC25A10
1.72352840329039e-14	0.307031715697379	0.576	0.448	4.05770291986657e-10	1	ATG10
1.82792189288655e-14	0.290984774660505	0.716	0.588	4.30347651242281e-10	1	TRIM37
1.8578222285807e-14	0.332436599909533	0.317	0.209	4.37387087274755e-10	1	PCNX2
2.44810939118054e-14	0.406592096993799	0.27	0.17	5.76358393965634e-10	1	PGPEP1
2.51901945832122e-14	0.34298012751127	0.421	0.301	5.93052751072564e-10	1	TNIP1
2.76952787108063e-14	0.269122986812832	0.765	0.649	6.52029946688513e-10	1	MTG1
2.89636480217106e-14	0.326305389616932	0.264	0.163	6.81891165375132e-10	1	LMO7
2.90212794839639e-14	0.360956920239182	0.389	0.273	6.83247982890961e-10	1	URB1
3.06663069324808e-14	0.257402631666844	0.358	0.237	7.21976864111394e-10	1	CRYZ
3.27931612368053e-14	0.272316443254768	0.338	0.226	7.72049394998107e-10	1	SAPCD2
3.52089707493784e-14	0.279544121009269	0.597	0.473	8.28924798352615e-10	1	G6PD
3.56547925373599e-14	0.311218306586182	0.257	0.159	8.39420780707065e-10	1	FAXC
3.83260689998969e-14	0.251010558752192	0.842	0.702	9.02310642464573e-10	1	SDAD1
3.8770335606161e-14	0.251085427108648	0.404	0.282	9.12770011175848e-10	1	SRGAP1
4.02860567229874e-14	0.258330370773372	0.904	0.833	9.48454633429292e-10	1	EIF4G1
5.0531437078632e-14	0.345947289293731	0.405	0.289	1.18966162314223e-09	1	STARD4
5.1413601848302e-14	0.300614455091156	0.4	0.28	1.21043042831458e-09	1	CBX2
5.94084105923815e-14	0.288028144194756	0.691	0.583	1.39865221057644e-09	1	URM1
6.49997818510386e-14	0.260141471734659	0.493	0.362	1.530289864119e-09	1	AACS
6.9205082611585e-14	0.275759514050588	0.545	0.417	1.62929525992455e-09	1	CLN8
7.88599165887994e-14	0.321102145970123	0.326	0.215	1.8565990162501e-09	1	POGLUT2
8.14629286414249e-14	0.283914169730914	0.322	0.213	1.91788172900507e-09	1	NUDT10
8.2907459963076e-14	0.298263779553867	0.448	0.324	1.9518903299107e-09	1	IDH3A
8.3522634736572e-14	0.322361692126723	0.411	0.293	1.96637338960311e-09	1	NHLRC3
8.73090690590329e-14	0.293407336048639	0.39	0.275	2.05551741285681e-09	1	SHF
1.04838838498144e-13	0.305858211382243	0.419	0.3	2.4682207747618e-09	1	ZNF718
