source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	louvain_group
GO:BP	GO:0060931	sinoatrial node cell development	0.006864240131438435	True	"""The process whose specific outcome is the progression of a sinoatrial (SA) node cell over time, from its formation to the mature state. SA node cells are pacemaker cells that are found in the sinoatrial node."" [GOC:mtg_heart]"	5	14	2	21010	0.14285714285714285	0.4	query_1	['GO:0060921', 'GO:0060926']	2
GO:BP	GO:0001890	placenta development	0.007464699193484036	True	"""The process whose specific outcome is the progression of the placenta over time, from its formation to the mature structure. The placenta is an organ of metabolic interchange between fetus and mother, partly of embryonic origin and partly of maternal origin."" [GOC:add, ISBN:068340007X]"	152	16	4	21010	0.25	0.02631578947368421	query_1	['GO:0048513']	2
GO:BP	GO:0030856	regulation of epithelial cell differentiation	0.007464699193484036	True	"""Any process that modulates the frequency, rate or extent of epithelial cell differentiation."" [GOC:mah]"	152	16	4	21010	0.25	0.02631578947368421	query_1	['GO:0030855', 'GO:0045595', 'GO:2000026']	2
GO:BP	GO:0060537	muscle tissue development	0.008356636111059744	True	"""The progression of muscle tissue over time, from its initial formation to its mature state. Muscle tissue is a contractile tissue made up of actin and myosin fibers."" [GOC:dph]"	414	14	5	21010	0.35714285714285715	0.012077294685990338	query_1	['GO:0009888']	2
GO:BP	GO:0048856	anatomical structure development	0.008426592852253395	True	"""The biological process whose specific outcome is the progression of an anatomical structure from an initial condition to its mature state. This process begins with the formation of the structure and ends with the mature structure, whatever form that may be including its natural destruction. An anatomical structure is any biological entity that occupies space and is distinguished from its surroundings. Anatomical structures can be macroscopic such as a carpel, or microscopic such as an acrosome."" [GO_REF:0000021]"	5862	29	20	21010	0.6896551724137931	0.0034118048447628795	query_1	['GO:0032502']	2
GO:BP	GO:0003197	endocardial cushion development	0.008509736621675361	True	"""The progression of a cardiac cushion over time, from its initial formation to the mature structure. The endocardial cushion is a specialized region of mesenchymal cells that will give rise to the heart septa and valves."" [GOC:mtg_heart]"	52	14	3	21010	0.21428571428571427	0.057692307692307696	query_1	['GO:0007507', 'GO:0060485']	2
GO:BP	GO:0055001	muscle cell development	0.008810231774586803	True	"""The process whose specific outcome is the progression of a muscle cell over time, from its formation to the mature structure. Muscle cell development does not include the steps involved in committing an unspecified cell to the muscle cell fate."" [CL:0000187, GOC:devbiol]"	187	29	5	21010	0.1724137931034483	0.026737967914438502	query_1	['GO:0042692', 'GO:0048468']	2
GO:BP	GO:0045596	negative regulation of cell differentiation	0.009016802130328688	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of cell differentiation."" [GOC:go_curators]"	676	23	7	21010	0.30434782608695654	0.010355029585798817	query_1	['GO:0030154', 'GO:0045595', 'GO:0048523', 'GO:0051093']	2
GO:BP	GO:0003002	regionalization	0.009715136362596858	True	"""The pattern specification process that results in the subdivision of an axis or axes in space to define an area or volume in which specific patterns of cell differentiation will take place or in which cells interpret a specific environment."" [GOC:dph, GOC:isa_complete]"	427	14	5	21010	0.35714285714285715	0.0117096018735363	query_1	['GO:0007389']	2
GO:BP	GO:0060921	sinoatrial node cell differentiation	0.010292439408272612	True	"""The process in which a relatively unspecialized cell acquires specialized features of a sinoatrial (SA) node cell. SA node cells are pacemaker cells that are found in the sinoatrial node."" [GOC:mtg_heart]"	6	14	2	21010	0.14285714285714285	0.3333333333333333	query_1	['GO:0003163', 'GO:0060920']	2
GO:BP	GO:0048732	gland development	0.01174748960337197	True	"""The process whose specific outcome is the progression of a gland over time, from its formation to the mature structure. A gland is an organ specialised for secretion."" [GOC:jid]"	444	14	5	21010	0.35714285714285715	0.01126126126126126	query_1	['GO:0048513']	2
GO:BP	GO:0072132	mesenchyme morphogenesis	0.011853300535300813	True	"""The process in which the anatomical structures of a mesenchymal tissue are generated and organized. A mesenchymal tissue is made up of loosely packed stellate cells."" [GOC:mtg_kidney_jan10]"	58	14	3	21010	0.21428571428571427	0.05172413793103448	query_1	['GO:0009887', 'GO:0048729', 'GO:0060485']	2
GO:BP	GO:0035295	tube development	0.012066927246369662	True	"""The process whose specific outcome is the progression of a tube over time, from its initial formation to a mature structure. Epithelial and endothelial tubes transport gases, liquids and cells from one site to another and form the basic structure of many organs and tissues including lung and trachea, kidney, the mammary gland, the vascular system and the gastrointestinal and urinary-genital tracts."" [PMID:12526790]"	1084	16	7	21010	0.4375	0.006457564575645757	query_1	['GO:0007275', 'GO:0048856']	2
GO:BP	GO:0045892	negative regulation of DNA-templated transcription	0.013911308851176042	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of cellular DNA-templated transcription."" [GOC:go_curators, GOC:txnOH]"	1309	14	7	21010	0.5	0.0053475935828877	query_1	['GO:0006351', 'GO:0006355', 'GO:1902679']	2
GO:BP	GO:1902679	negative regulation of RNA biosynthetic process	0.014925156006924078	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of RNA biosynthetic process."" [GO:jl, GO_REF:0000058, GOC:TermGenie]"	1323	14	7	21010	0.5	0.005291005291005291	query_1	['GO:0010558', 'GO:0032774', 'GO:0051253', 'GO:2001141']	2
GO:BP	GO:0007389	pattern specification process	0.015647806824943374	True	"""Any developmental process that results in the creation of defined areas or spaces within an organism to which cells respond and eventually are instructed to differentiate."" [GOC:go_curators, GOC:isa_complete, ISBN:0521436125]"	471	14	5	21010	0.35714285714285715	0.010615711252653927	query_1	['GO:0007275', 'GO:0032501']	2
GO:BP	GO:0030855	epithelial cell differentiation	0.016283113042746013	True	"""The process in which a relatively unspecialized cell acquires specialized features of an epithelial cell, any of the cells making up an epithelium."" [GOC:ecd, PMID:11839751]"	724	16	6	21010	0.375	0.008287292817679558	query_1	['GO:0030154', 'GO:0060429']	2
GO:MF	GO:0098632	cell-cell adhesion mediator activity	0.01734989337230162	True	"""The binding by a cell-adhesion protein on the cell surface to an extracellular matrix component, to mediate adhesion of the cell to another cell."" [Wikipedia:Cell_adhesion]"	52	27	3	20139	0.1111111111111111	0.057692307692307696	query_1	['GO:0098631']	2
GO:BP	GO:0061180	mammary gland epithelium development	0.020929357596584597	True	"""The process whose specific outcome is the progression of the mammary gland epithelium over time, from its formation to the mature structure. The mammary gland is a large compound sebaceous gland that in female mammals is modified to secrete milk."" [GOC:dph, GOC:yaf]"	70	14	3	21010	0.21428571428571427	0.04285714285714286	query_1	['GO:0030879', 'GO:0060429']	2
GO:BP	GO:0009719	response to endogenous stimulus	0.021094793745694732	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus arising within the organism."" [GOC:sm]"	1696	16	8	21010	0.5	0.0047169811320754715	query_1	['GO:0050896']	2
GO:CC	GO:0000785	chromatin	0.022760921545712513	True	"""The ordered and organized complex of DNA, protein, and sometimes RNA, that forms the chromosome."" [GOC:elh, PMID:20404130]"	1366	14	6	22090	0.42857142857142855	0.004392386530014641	query_1	['GO:0005694', 'GO:0032993']	2
GO:BP	GO:0045445	myoblast differentiation	0.022832958110033958	True	"""The process in which a relatively unspecialized cell acquires specialized features of a myoblast. A myoblast is a mononucleate cell type that, by fusion with other myoblasts, gives rise to the myotubes that eventually develop into striated muscle fibers."" [CL:0000056, GOC:go_curators, GOC:mtg_muscle]"	111	28	4	21010	0.14285714285714285	0.036036036036036036	query_1	['GO:0030154', 'GO:0061061']	2
GO:BP	GO:0060926	cardiac pacemaker cell development	0.02467364706811435	True	"""The process whose specific outcome is the progression of a pacemaker cell over time, from its formation to the mature state. Pacemaker cells are specialized cardiomyocytes that are responsible for regulating the timing of heart contractions."" [GOC:mtg_cardiac_conduct_nov11, GOC:mtg_heart]"	9	14	2	21010	0.14285714285714285	0.2222222222222222	query_1	['GO:0055013', 'GO:0060920']	2
GO:BP	GO:0048332	mesoderm morphogenesis	0.025766892482059257	True	"""The process in which the anatomical structures of the mesoderm are generated and organized."" [GOC:go_curators]"	75	14	3	21010	0.21428571428571427	0.04	query_1	['GO:0007498', 'GO:0048729']	2
GO:BP	GO:0051253	negative regulation of RNA metabolic process	0.02585303042360521	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of the chemical reactions and pathways involving RNA."" [GOC:ai]"	1438	14	7	21010	0.5	0.004867872044506259	query_1	['GO:0010605', 'GO:0016070', 'GO:0045934', 'GO:0051252']	2
GO:BP	GO:0002009	morphogenesis of an epithelium	0.026217990278862506	True	"""The process in which the anatomical structures of epithelia are generated and organized. An epithelium consists of closely packed cells arranged in one or more layers, that covers the outer surfaces of the body or lines any internal cavity or tube."" [GOC:dph, GOC:jl, GOC:tb, ISBN:0198506732]"	524	14	5	21010	0.35714285714285715	0.009541984732824428	query_1	['GO:0048729', 'GO:0060429']	2
GO:BP	GO:0001501	skeletal system development	0.026217990278862506	True	"""The process whose specific outcome is the progression of the skeleton over time, from its formation to the mature structure. The skeleton is the bony framework of the body in vertebrates (endoskeleton) or the hard outer envelope of insects (exoskeleton or dermoskeleton)."" [GOC:dph, GOC:jid, GOC:tb]"	524	14	5	21010	0.35714285714285715	0.009541984732824428	query_1	['GO:0048731']	2
GO:BP	GO:0003151	outflow tract morphogenesis	0.02899565386558273	True	"""The process in which the anatomical structures of the outflow tract are generated and organized. The outflow tract is the portion of the heart through which blood flows into the arteries."" [GOC:mtg_heart, UBERON:0004145]"	78	14	3	21010	0.21428571428571427	0.038461538461538464	query_1	['GO:0003007', 'GO:0009653']	2
GO:BP	GO:0051098	regulation of binding	0.0294987867441831	True	"""Any process that modulates the frequency, rate or extent of binding, the selective interaction of a molecule with one or more specific sites on another molecule."" [GOC:ai]"	367	10	4	21010	0.4	0.010899182561307902	query_1	['GO:0065009']	2
GO:CC	GO:0032993	protein-DNA complex	0.029928024296836664	True	"""A macromolecular complex containing both protein and DNA molecules."" [GOC:mah]"	1435	14	6	22090	0.42857142857142855	0.004181184668989547	query_1	['GO:0032991']	2
GO:MF	GO:0061629	RNA polymerase II-specific DNA-binding transcription factor binding	0.030181938844092735	True	"""Binding to a sequence-specific DNA binding RNA polymerase II transcription factor, any of the factors that interact selectively and non-covalently with a specific DNA sequence in order to modulate transcription."" [GOC:dph, GOC:vw]"	351	14	4	20139	0.2857142857142857	0.011396011396011397	query_1	['GO:0140297']	2
GO:CC	GO:0005882	intermediate filament	0.030290252939650326	True	"""A cytoskeletal structure that forms a distinct elongated structure, characteristically 10 nm in diameter, that occurs in the cytoplasm of eukaryotic cells. Intermediate filaments form a fibrous system, composed of chemically heterogeneous subunits and involved in mechanically integrating the various components of the cytoplasmic space. Intermediate filaments may be divided into five chemically distinct classes: Type I, acidic keratins; Type II, basic keratins; Type III, including desmin, vimentin and others; Type IV, neurofilaments and related filaments; and Type V, lamins."" [http://www.cytochemistry.net/Cell-biology/intermediate_filaments.htm, ISBN:0198506732]"	216	11	3	22090	0.2727272727272727	0.013888888888888888	query_1	['GO:0045111', 'GO:0099513']	2
GO:MF	GO:0000981	DNA-binding transcription factor activity, RNA polymerase II-specific	0.03059941103320146	True	"""A DNA-binding transcription factor activity that modulates the transcription of specific gene sets transcribed by RNA polymerase II."" [GOC:txnOH-2018]"	1181	14	6	20139	0.42857142857142855	0.005080440304826418	query_1	['GO:0003700']	2
GO:BP	GO:0001837	epithelial to mesenchymal transition	0.030669539049924612	True	"""A transition where an epithelial cell loses apical/basolateral polarity, severs intercellular adhesive junctions, degrades basement membrane components and becomes a migratory mesenchymal cell."" [GOC:dph, PMID:14701881]"	162	21	4	21010	0.19047619047619047	0.024691358024691357	query_1	['GO:0048762']	2
GO:BP	GO:0060920	cardiac pacemaker cell differentiation	0.030830314936152157	True	"""The process in which a relatively unspecialized cell acquires specialized features of a pacemaker cell. Pacemaker cells are specialized cardiomyocytes that are responsible for regulating the timing of heart contractions."" [GOC:mtg_cardiac_conduct_nov11, GOC:mtg_heart]"	10	14	2	21010	0.14285714285714285	0.2	query_1	['GO:0055007']	2
GO:BP	GO:0007166	cell surface receptor signaling pathway	0.0333641094496361	True	"""The series of molecular signals initiated by activation of a receptor on the surface of a cell. The pathway begins with binding of an extracellular ligand to a cell surface receptor, or for receptors that signal in the absence of a ligand, by ligand-withdrawal or the activity of a constitutively active receptor. The pathway ends with regulation of a downstream cellular process, e.g. transcription."" [GOC:bf, GOC:mah, GOC:pr, GOC:signaling]"	2783	9	7	21010	0.7777777777777778	0.0025152712899748474	query_1	['GO:0007165']	2
GO:BP	GO:0003148	outflow tract septum morphogenesis	0.03388375523716054	True	"""The process in which the anatomical structures of the outflow tract septum are generated and organized. The outflow tract septum is a partition in the outflow tract."" [GOC:mtg_heart]"	25	6	2	21010	0.3333333333333333	0.08	query_1	['GO:0003151', 'GO:0060411']	2
GO:MF	GO:0098631	cell adhesion mediator activity	0.0338956271622795	True	"""The binding by a cell-adhesion protein on a cell surface to an adhesion molecule on another cell surface or an external substrate, to mediate adhesion of the cell to the external substrate or to another cell."" [GOC:vw, Wikipedia:Cell_adhesion]"	65	27	3	20139	0.1111111111111111	0.046153846153846156	query_1	['GO:0050839']	2
GO:CC	GO:0030017	sarcomere	0.036123947034581584	True	"""The repeating unit of a myofibril in a muscle cell, composed of an array of overlapping thick and thin filaments between two adjacent Z discs."" [ISBN:0815316194]"	215	29	4	22090	0.13793103448275862	0.018604651162790697	query_1	['GO:0030016', 'GO:0110165']	2
GO:BP	GO:0032502	developmental process	0.037534790034029375	True	"""A biological process whose specific outcome is the progression of an integrated living unit: an anatomical structure (which may be a subcellular structure, cell, tissue, or organ), or organism over time from an initial condition to a later condition."" [GOC:isa_complete]"	6414	29	20	21010	0.6896551724137931	0.0031181789834736516	query_1	['GO:0008150']	2
GO:BP	GO:0030154	cell differentiation	0.038998364755583506	True	"""The cellular developmental process in which a relatively unspecialized cell, e.g. embryonic or regenerative cell, acquires specialized structural and/or functional features that characterize a specific cell. Differentiation includes the processes involved in commitment of a cell to a specific fate and its subsequent development to the mature state."" [ISBN:0198506732]"	4310	11	9	21010	0.8181818181818182	0.0020881670533642693	query_1	['GO:0048869']	2
GO:BP	GO:0048869	cellular developmental process	0.03907585633276606	True	"""A biological process whose specific outcome is the progression of a cell over time from an initial condition to a later condition."" [GOC:isa_complete]"	4311	11	9	21010	0.8181818181818182	0.0020876826722338203	query_1	['GO:0009987', 'GO:0032502']	2
GO:MF	GO:0043425	bHLH transcription factor binding	0.0390844140570263	True	"""Binding to a basic Helix-Loop-Helix (bHLH) superfamily of transcription factors, important regulatory components in transcriptional networks of many developmental pathways."" [PMID:9144210]"	31	10	2	20139	0.2	0.06451612903225806	query_1	['GO:0140297']	2
GO:MF	GO:0044548	S100 protein binding	0.039253360603538956	True	"""Binding to a S100 protein. S100 is a small calcium and zinc binding protein produced in astrocytes that is implicated in Alzheimer's disease, Down Syndrome and ALS."" [GOC:jid]"	14	22	2	20139	0.09090909090909091	0.14285714285714285	query_1	['GO:0005515']	2
GO:MF	GO:0003700	DNA-binding transcription factor activity	0.0407127589617668	True	"""A transcription regulator activity that modulates transcription of gene sets via selective and non-covalent binding to a specific double-stranded genomic DNA sequence (sometimes referred to as a motif) within a cis-regulatory region. Regulatory regions include promoters (proximal and distal) and enhancers. Genes are transcriptional units, and include bacterial operons."" [GOC:txnOH-2018]"	1243	14	6	20139	0.42857142857142855	0.004827031375703942	query_1	['GO:0140110']	2
GO:BP	GO:0051146	striated muscle cell differentiation	0.04119801341941902	True	"""The process in which a relatively unspecialized cell acquires specialized features of a striated muscle cell; striated muscle fibers are divided by transverse bands into striations, and cardiac and voluntary muscle are types of striated muscle."" [CL:0000737, GOC:ai]"	287	5	3	21010	0.6	0.010452961672473868	query_1	['GO:0042692']	2
GO:BP	GO:0061337	cardiac conduction	0.04262745293848496	True	"""Transfer of an organized electrical impulse across the heart to coordinate the contraction of cardiac muscles. The process begins with generation of an action potential (in the sinoatrial node (SA) in humans) and ends with a change in the rate, frequency, or extent of the contraction of the heart muscles."" [GOC:dph]"	96	13	3	21010	0.23076923076923078	0.03125	query_1	['GO:0008016']	2
GO:BP	GO:0009725	response to hormone	0.04278223267209293	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a hormone stimulus."" [GOC:jl]"	858	16	6	21010	0.375	0.006993006993006993	query_1	['GO:0009719', 'GO:0010033']	2
GO:BP	GO:0045934	negative regulation of nucleobase-containing compound metabolic process	0.04316175407229895	True	"""Any cellular process that stops, prevents, or reduces the frequency, rate or extent of the chemical reactions and pathways involving nucleobases, nucleosides, nucleotides and nucleic acids."" [GOC:go_curators]"	1555	14	7	21010	0.5	0.0045016077170418	query_1	['GO:0006139', 'GO:0019219', 'GO:0031324', 'GO:0051172']	2
GO:BP	GO:0003163	sinoatrial node development	0.045183366761830414	True	"""The process whose specific outcome is the progression of the sinoatrial (SA) node over time, from its formation to the mature structure. The SA node is part of the cardiac conduction system that controls the timing of heart muscle contraction. It relays electrical signals to the AV node."" [GOC:mtg_heart]"	12	14	2	21010	0.14285714285714285	0.16666666666666666	query_1	['GO:0003161', 'GO:0003228']	2
GO:BP	GO:0045214	sarcomere organization	0.046857304313095524	True	"""The myofibril assembly process that results in the organization of muscle actomyosin into sarcomeres. The sarcomere is the repeating unit of a myofibril in a muscle cell, composed of an array of overlapping thick and thin filaments between two adjacent Z discs."" [GOC:bf]"	43	29	3	21010	0.10344827586206896	0.06976744186046512	query_1	['GO:0030239', 'GO:0031032']	2
GO:CC	GO:1990357	terminal web	0.047752481696475085	True	"""An actin-rich cytoskeletal network located beneath the microvilli of the apical plasma membrane of polarized epithelial cells. In addition to actin filaments, the terminal web may contain actin-binding proteins, myosin motor proteins, and intermediate filaments. The terminal web can function as a contractile structure that influences the spatial distribution of microvilli as well as the development and morphogenesis of tissues containing polarized epithelial cells."" [GOC:kmv, PMID:19437512, PMID:24677443, PMID:7511618, Wikipedia:Terminal_web]"	5	1	1	22090	1.0	0.2	query_1	['GO:0030864']	2
GO:CC	GO:0045111	intermediate filament cytoskeleton	0.048284515589824106	True	"""Cytoskeletal structure made from intermediate filaments, typically organized in the cytosol as an extended system that stretches from the nuclear envelope to the plasma membrane. Some intermediate filaments run parallel to the cell surface, while others traverse the cytosol; together they form an internal framework that helps support the shape and resilience of the cell."" [ISBN:0716731363]"	253	11	3	22090	0.2727272727272727	0.011857707509881422	query_1	['GO:0005856']	2
GO:BP	GO:0001714	endodermal cell fate specification	0.00011784558606796186	True	"""The cell fate determination process that results in a cell becoming capable of differentiating autonomously into an endoderm cell in an environment that is neutral with respect to the developmental pathway; upon specification, the cell fate can be reversed."" [GOC:go_curators]"	8	24	3	21010	0.125	0.375	query_1	['GO:0001708', 'GO:0001711']	3
GO:BP	GO:0001711	endodermal cell fate commitment	0.0009524819801640974	True	"""The cell differentiation process that results in commitment of a cell to become part of the endoderm."" [GOC:go_curators, ISBN:0878932437]"	15	24	3	21010	0.125	0.2	query_1	['GO:0035987', 'GO:0060795']	3
GO:BP	GO:0090330	regulation of platelet aggregation	0.0024590982432992885	True	"""Any process that modulates the rate, frequency or extent of platelet aggregation. Platelet aggregation is the adhesion of one platelet to one or more other platelets via adhesion molecules."" [GOC:dph, GOC:tb]"	27	18	3	21010	0.16666666666666666	0.1111111111111111	query_1	['GO:0010543', 'GO:0034110', 'GO:0070527']	3
GO:CC	GO:0031410	cytoplasmic vesicle	0.004369420519530271	True	"""A vesicle found in the cytoplasm of a cell."" [GOC:ai, GOC:mah, GOC:vesicles]"	2476	28	12	22090	0.42857142857142855	0.004846526655896607	query_1	['GO:0005737', 'GO:0097708']	3
GO:CC	GO:0097708	intracellular vesicle	0.004460268602034744	True	"""Any vesicle that is part of the intracellular region."" [GOC:vesicles]"	2481	28	12	22090	0.42857142857142855	0.0048367593712212815	query_1	['GO:0031982', 'GO:0043231']	3
GO:BP	GO:0034110	regulation of homotypic cell-cell adhesion	0.005012022330664369	True	"""Any process that modulates the frequency, rate, or extent of homotypic cell-cell adhesion."" [GOC:add]"	34	18	3	21010	0.16666666666666666	0.08823529411764706	query_1	['GO:0022407', 'GO:0034109']	3
GO:BP	GO:0060795	cell fate commitment involved in formation of primary germ layer	0.010251582296905008	True	"""The commitment of cells to specific cell fates of the endoderm, ectoderm, or mesoderm as a part of gastrulation."" [GOC:dph, GOC:sdb_2009, GOC:tb]"	32	24	3	21010	0.125	0.09375	query_1	['GO:0001704', 'GO:0045165']	3
GO:BP	GO:0060913	cardiac cell fate determination	0.011078976120512847	True	"""The process involved in cardiac cell fate commitment. Once determination has taken place, a cell becomes committed to differentiate down a particular pathway regardless of its environment."" [GOC:mtg_heart]"	4	23	2	21010	0.08695652173913043	0.5	query_1	['GO:0001709', 'GO:0060911']	3
GO:BP	GO:0010543	regulation of platelet activation	0.01530789261434592	True	"""Any process that modulates the rate or frequency of platelet activation. Platelet activation is a series of progressive, overlapping events triggered by exposure of the platelets to subendothelial tissue."" [GOC:BHF, GOC:dph, GOC:tb]"	49	18	3	21010	0.16666666666666666	0.061224489795918366	query_1	['GO:0030168', 'GO:0050865']	3
GO:CC	GO:0005829	cytosol	0.015364461171301205	True	"""The part of the cytoplasm that does not contain organelles but which does contain other particulate matter, such as protein complexes."" [GOC:hjd, GOC:jl]"	5457	26	16	22090	0.6153846153846154	0.0029320139270661537	query_1	['GO:0005737', 'GO:0110165']	3
GO:BP	GO:0016485	protein processing	0.015855430594081343	True	"""Any protein maturation process achieved by the cleavage of a peptide bond or bonds within a protein. Protein maturation is the process leading to the attainment of the full functional capacity of a protein."" [GOC:curators, GOC:jl, GOC:jsg]"	249	25	5	21010	0.2	0.020080321285140562	query_1	['GO:0006508', 'GO:0051604']	3
GO:CC	GO:0031982	vesicle	0.024305589167316483	True	"""Any small, fluid-filled, spherical organelle enclosed by membrane."" [GOC:mah, GOC:pz, GOC:vesicles]"	3976	28	14	22090	0.5	0.0035211267605633804	query_1	['GO:0043227']	3
GO:BP	GO:0045165	cell fate commitment	0.025881689245544875	True	"""The cellular developmental process by which a cell establishes the intrinsic character of a cell or tissue region irreversibly committing it to a particular fate."" [ISBN:0716731185]"	288	24	5	21010	0.20833333333333334	0.017361111111111112	query_1	['GO:0030154', 'GO:0048869']	3
GO:CC	GO:0061851	leading edge of lamellipodium	0.02865148901788505	True	"""That part of the lamellipodium which represents the distal part of the structure."" [PMID:22339865]"	3	1	1	22090	1.0	0.3333333333333333	query_1	['GO:0030027', 'GO:0031252']	3
GO:BP	GO:0035987	endodermal cell differentiation	0.03759743089164843	True	"""The process in which a relatively unspecialized cell acquires the specialized features of an endoderm cell, a cell of the inner of the three germ layers of the embryo."" [CL:0000223, GOC:yaf, PMID:17624332]"	49	24	3	21010	0.125	0.061224489795918366	query_1	['GO:0001706', 'GO:0030154']	3
GO:BP	GO:0060485	mesenchyme development	8.664834052331802e-09	True	"""The process whose specific outcome is the progression of a mesenchymal tissue over time, from its formation to the mature structure. A mesenchymal tissue is made up of loosely packed stellate cells."" [GOC:dph]"	312	28	10	21010	0.35714285714285715	0.03205128205128205	query_1	['GO:0009888', 'GO:0048513']	4
GO:BP	GO:0001837	epithelial to mesenchymal transition	5.301098652166636e-08	True	"""A transition where an epithelial cell loses apical/basolateral polarity, severs intercellular adhesive junctions, degrades basement membrane components and becomes a migratory mesenchymal cell."" [GOC:dph, PMID:14701881]"	162	28	8	21010	0.2857142857142857	0.04938271604938271	query_1	['GO:0048762']	4
GO:BP	GO:0010718	positive regulation of epithelial to mesenchymal transition	1.6212619655805522e-07	True	"""Any process that increases the rate, frequency, or extent of epithelial to mesenchymal transition. Epithelial to mesenchymal transition is where an epithelial cell loses apical/basolateral polarity, severs intercellular adhesive junctions, degrades basement membrane components and becomes a migratory mesenchymal cell."" [GOC:BHF, GOC:dph, GOC:tb]"	55	28	6	21010	0.21428571428571427	0.10909090909090909	query_1	['GO:0001837', 'GO:0010717', 'GO:0045597', 'GO:0051240']	4
GO:BP	GO:0072359	circulatory system development	8.497478254650252e-07	True	"""The process whose specific outcome is the progression of the circulatory system over time, from its formation to the mature structure. The circulatory system is the organ system that passes nutrients (such as amino acids and electrolytes), gases, hormones, blood cells, etc. to and from cells in the body to help fight diseases and help stabilize body temperature and pH to maintain homeostasis."" [GOC:mah, UBERON:0001009]"	1119	28	13	21010	0.4642857142857143	0.01161751563896336	query_1	['GO:0048731']	4
GO:BP	GO:0048762	mesenchymal cell differentiation	1.435350821513192e-06	True	"""The process in which a relatively unspecialized cell acquires specialized features of a mesenchymal cell. A mesenchymal cell is a loosely associated cell that is part of the connective tissue in an organism. Mesenchymal cells give rise to more mature connective tissue cell types."" [GOC:dph, GOC:jid]"	245	28	8	21010	0.2857142857142857	0.0326530612244898	query_1	['GO:0030154', 'GO:0060485']	4
GO:BP	GO:0048646	anatomical structure formation involved in morphogenesis	1.4994237883307989e-06	True	"""The developmental process pertaining to the initial formation of an anatomical structure from unspecified parts. This process begins with the specific processes that contribute to the appearance of the discrete structure and ends when the structural rudiment is recognizable. An anatomical structure is any biological entity that occupies space and is distinguished from its surroundings. Anatomical structures can be macroscopic such as a carpel, or microscopic such as an acrosome."" [GOC:dph, GOC:jid, GOC:tb]"	1172	28	13	21010	0.4642857142857143	0.011092150170648464	query_1	['GO:0009653', 'GO:0032502']	4
GO:BP	GO:0050793	regulation of developmental process	1.5906996849860808e-06	True	"""Any process that modulates the frequency, rate or extent of development, the biological process whose specific outcome is the progression of a multicellular organism over time from an initial condition (e.g. a zygote, or a young adult) to a later condition (e.g. a multicellular animal or an aged adult)."" [GOC:go_curators]"	2465	28	17	21010	0.6071428571428571	0.006896551724137931	query_1	['GO:0032502', 'GO:0050789']	4
GO:BP	GO:0009888	tissue development	1.6641523307544588e-06	True	"""The process whose specific outcome is the progression of a tissue over time, from its formation to the mature structure."" [ISBN:0471245208]"	2004	29	16	21010	0.5517241379310345	0.007984031936127744	query_1	['GO:0048856']	4
GO:BP	GO:0045595	regulation of cell differentiation	4.096277265619976e-06	True	"""Any process that modulates the frequency, rate or extent of cell differentiation, the process in which relatively unspecialized cells acquire specialized structural and functional features."" [GOC:go_curators]"	1562	28	14	21010	0.5	0.008962868117797696	query_1	['GO:0030154', 'GO:0050793', 'GO:0050794']	4
GO:BP	GO:0010717	regulation of epithelial to mesenchymal transition	6.0234033855508955e-06	True	"""Any process that modulates the rate, frequency, or extent of epithelial to mesenchymal transition. Epithelial to mesenchymal transition where an epithelial cell loses apical/basolateral polarity, severs intercellular adhesive junctions, degrades basement membrane components and becomes a migratory mesenchymal cell."" [GOC:BHF, GOC:dph, GOC:tb]"	99	28	6	21010	0.21428571428571427	0.06060606060606061	query_1	['GO:0001837', 'GO:0045595']	4
GO:BP	GO:0048598	embryonic morphogenesis	6.486120751148246e-06	True	"""The process in which anatomical structures are generated and organized during the embryonic phase. The embryonic phase begins with zygote formation. The end of the embryonic phase is organism-specific. For example, it would be at birth for mammals, larval hatching for insects and seed dormancy in plants."" [GOC:jid, GOC:mtg_sensu]"	615	28	10	21010	0.35714285714285715	0.016260162601626018	query_1	['GO:0009653', 'GO:0009790']	4
GO:BP	GO:0007369	gastrulation	9.218146845163769e-06	True	"""A complex and coordinated series of cellular movements that occurs at the end of cleavage during embryonic development of most animals. The details of gastrulation vary from species to species, but usually result in the formation of the three primary germ layers, ectoderm, mesoderm and endoderm."" [GOC:curators, ISBN:9780878933846]"	193	28	7	21010	0.25	0.03626943005181347	query_1	['GO:0048598']	4
GO:BP	GO:0048731	system development	9.345601725121828e-06	True	"""The process whose specific outcome is the progression of an organismal system over time, from its formation to the mature structure. A system is a regularly interacting or interdependent group of organs or tissues that work together to carry out a given biological process."" [GOC:dph, GOC:jid]"	3951	29	20	21010	0.6896551724137931	0.005062009617818274	query_1	['GO:0007275', 'GO:0048856']	4
